geo_aggregation_level,industry_code,industry_description,industry_ubiquity,industry_employment_share_nation,industry_complexity,industry_complexity_percentile
5,311930,Flavoring Syrup and Concentrate Manufacturing,35,5.8006768573025e-05,1.71399797604245,94.71
5,311941,"Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing",73,0.000123212755357991,0.443596877997731,71.67
5,311942,Spice and Extract Manufacturing,81,0.000168823101177228,0.0201211965791178,55.81
5,311991,Perishable Prepared Food Manufacturing,77,0.000403477459884522,0.326620815593128,67.23
5,311999,All Other Miscellaneous Food Manufacturing,117,0.000252672481738136,-0.690116369172816,24.74
5,312111,Soft Drink Manufacturing,128,0.000473519256193525,0.085375083696422,59.09
5,312112,Bottled Water Manufacturing,119,0.000126746395532139,-0.216572960492056,43.55
5,312113,Ice Manufacturing,138,4.60061594101721e-05,-0.464060982733757,34.36
5,312120,Breweries,188,0.000640816467295552,-0.0319936270047988,52.33
5,312130,Wineries,104,0.000460841748425884,-0.543973600773368,31.08
5,312140,Distilleries,118,0.000158617994245719,-0.234519336147556,42.92
5,312230,Tobacco Manufacturing,31,6.20853694883158e-05,0.418225836109769,70.61
5,313110,"Fiber, Yarn, and Thread Mills",37,0.000122639112472577,-0.506249761274303,32.03
5,313210,Broadwoven Fabric Mills,65,0.000114143461339602,-0.446386429838085,35.2
5,313220,Narrow Fabric Mills and Schiffli Machine Embroidery,48,3.22043115871205e-05,0.397250967938159,70.08
5,313230,Nonwoven Fabric Mills,71,8.97062744209815e-05,0.374536576322313,69.03
5,313240,Knit Fabric Mills,29,2.56418369779887e-05,0.708755223154092,78.01
5,313310,Textile and Fabric Finishing Mills,89,0.000100186729937488,-0.592912926270954,29.18
5,313320,Fabric Coating Mills,51,3.67590360973046e-05,0.801640082743993,79.81
5,314110,Carpet and Rug Mills,21,0.000153495363278976,-0.835415555087114,19.24
5,314120,Curtain and Linen Mills,91,8.75608500295346e-05,-0.0300284161178024,52.54
5,314910,Textile Bag and Canvas Mills,151,0.000141425916969873,-0.303495309643842,40.27
5,314994,"Rope, Cordage, Twine, Tire Cord, and Tire Fabric Mills",52,2.96802828913006e-05,0.0327147604147641,56.77
5,314999,All Other Miscellaneous Textile Product Mills,166,0.000190621530822945,-0.755587867162581,22.2
5,315120,Apparel Knitting Mills,34,3.75449268503213e-05,0.301506960176413,66.17
5,315210,Cut and Sew Apparel Contractors,78,0.000156432414852294,-0.223470728209527,43.23
5,315250,Cut and Sew Apparel Manufacturing (except Contractors),104,0.000278090597990814,-0.239056170077413,42.71
5,315990,Apparel Accessories and Other Apparel Manufacturing,115,8.37690705569506e-05,-0.434722770919128,35.73
5,316110,Leather and Hide Tanning and Finishing,103,2.2957188274253e-05,-1.35246800635805,7.51
5,316210,Footwear Manufacturing,63,7.42351258013763e-05,-0.785942963768514,20.82
5,316990,Other Leather and Allied Product Manufacturing,146,7.6076519463554e-05,-0.966258678212046,15.33
5,321113,Sawmills,239,0.000469985616019377,-1.26687592859731,8.77
5,321114,Wood Preservation,122,6.63590089846473e-05,-0.877204530500016,17.76
5,321211,Hardwood Veneer and Plywood Manufacturing,78,7.49177608350184e-05,-0.621452163867549,27.8
5,321212,Softwood Veneer and Plywood Manufacturing,37,8.52261234859012e-05,-0.707725561473634,24.31
5,321215,Engineered Wood Member Manufacturing,200,0.000229204751295865,-0.792621720974055,20.51
5,321219,Reconstituted Wood Product Manufacturing,69,8.214566119123e-05,-0.544831332777608,30.97
5,321911,Wood Window and Door Manufacturing,96,0.000331232874895531,-0.639846719619973,26.64
5,321912,"Cut Stock, Resawing Lumber, and Planing",115,7.64551237679269e-05,-0.901104393676646,17.12
5,321918,Other Millwork (including Flooring),150,0.000210762132529817,-0.624781318478894,27.48
5,321920,Wood Container and Pallet Manufacturing,221,0.000399381649682669,-1.14067872628706,10.57
5,321991,Manufactured Home (Mobile Home) Manufacturing,74,0.000178729913808321,-0.595868025756847,28.96
5,321992,Prefabricated Wood Building Manufacturing,154,0.000109043776088275,-1.02836698593914,13
5,321999,All Other Miscellaneous Wood Product Manufacturing,233,0.000203115472867254,-1.07208352614235,12.37
5,322110,Pulp Mills,36,2.62384255788189e-05,-0.674476693376396,25.48
5,322120,Paper Mills,88,0.000289534773554815,-0.441632904524737,35.52
5,322130,Paperboard Mills,65,0.000188808819305038,-0.25325504324222,42.39
5,322211,Corrugated and Solid Fiber Box Manufacturing,140,0.000608095877111559,-0.454788331445341,34.57
5,322212,Folding Paperboard Box Manufacturing,71,0.000166448219631615,0.538952051453594,74.31
5,322219,Other Paperboard Container Manufacturing,78,0.000150185443830139,0.00883607712810546,54.97
5,322220,Paper Bag and Coated and Treated Paper Manufacturing,103,0.000313386844730313,0.0283880885410057,56.34
5,322230,Stationery Product Manufacturing,69,7.5950318028763e-05,0.40410352480137,70.3
5,322291,Sanitary Paper Product Manufacturing,57,0.000165128840995164,0.0377110762758225,57.51
5,322299,All Other Converted Paper Product Manufacturing,78,0.000102819750781537,-0.025406071776756,53.07
5,323111,Commercial Printing (except Screen and Books),141,0.00151734279620756,-0.208839193021669,43.87
5,323113,Commercial Screen Printing,197,0.000460858957712446,-0.709203769188431,24.21
5,323117,Books Printing,60,7.55545044378276e-05,0.554378516778638,74.74
5,323120,Support Activities for Printing,69,9.54771218482425e-05,0.740134784766457,78.96
5,324110,Petroleum Refineries,75,0.000371921364757919,-1.21922754531994,9.41
5,324121,Asphalt Paving Mixture and Block Manufacturing,129,0.000102722231491016,-0.520556267270067,31.5
5,324122,Asphalt Shingle and Coating Materials Manufacturing,59,7.89045788886431e-05,0.446037351196518,71.88
5,324191,Petroleum Lubricating Oil and Grease Manufacturing,69,6.38349802888274e-05,0.0167289047881864,55.29
5,324199,All Other Petroleum and Coal Products Manufacturing,41,2.66916034582956e-05,-0.422016301665078,36.36
5,325110,Petrochemical Manufacturing,27,0.000151223737452738,-0.977582895635709,14.8
5,325120,Industrial Gas Manufacturing,86,0.000126786550534118,-0.326405046572141,39.01
5,325130,Synthetic Dye and Pigment Manufacturing,57,5.58269256084533e-05,0.554573783183445,74.84
5,325180,Other Basic Inorganic Chemical Manufacturing,107,0.000239415594656227,-0.769821821046488,21.67
5,325193,Ethyl Alcohol Manufacturing,97,6.14256801700902e-05,-1.74762592893911,2.64
5,325194,"Cyclic Crude, Intermediate, and Gum and Wood Chemical Manufacturing",46,1.85573473431305e-05,-0.676786137556643,25.16
5,325199,All Other Basic Organic Chemical Manufacturing,106,0.000242111716217671,-0.361332967379952,37.63
5,325211,Plastics Material and Resin Manufacturing,104,0.000357287734751018,-0.559879253084775,30.55
5,325212,Synthetic Rubber Manufacturing,48,5.46566941222095e-05,0.329418260789232,67.44
5,325220,Artificial and Synthetic Fibers and Filaments Manufacturing,48,0.000139372275440093,0.258550360613846,65.12
5,325311,Nitrogenous Fertilizer Manufacturing,95,5.17483246931624e-05,-1.14396858225631,10.47
5,325312,Phosphatic Fertilizer Manufacturing,26,3.36785738026335e-05,-0.807299312860831,20.19
5,325314,Fertilizer (Mixing Only) Manufacturing,127,4.33501928507071e-05,-0.835375035459463,19.34
5,325315,Compost Manufacturing,49,7.0730167771499e-06,0.461549915560008,71.99
5,325320,Pesticide and Other Agricultural Chemical Manufacturing,78,8.15662818769623e-05,-0.533839768297877,31.4
5,325411,Medicinal and Botanical Manufacturing,78,0.00026058301712799,0.037138002482462,57.4
5,325412,Pharmaceutical Preparation Manufacturing,65,0.00133259536853125,0.97434673314777,83.72
5,325413,In-Vitro Diagnostic Substance Manufacturing,35,0.000163144036611633,1.74517137069978,95.03
5,325414,Biological Product (except Diagnostic) Manufacturing,44,0.000267782235339931,1.08188551510317,85.73
5,325510,Paint and Coating Manufacturing,95,0.000246741014302959,-0.258075529653215,41.86
5,325520,Adhesive Manufacturing,65,0.000138437237536868,0.699668991891418,77.7
5,325611,Soap and Other Detergent Manufacturing,69,0.000166620312497239,0.0864732993643883,59.2
5,325612,Polish and Other Sanitation Good Manufacturing,70,0.000152021101063463,-0.037319655116614,52.01
5,325613,Surface Active Agent Manufacturing,41,2.7466021353604e-05,0.582335367503817,75.26
5,325620,Toilet Preparation Manufacturing,74,0.000328370396897317,0.850607395609497,80.87
5,325910,Printing Ink Manufacturing,49,4.37746885859132e-05,0.737850039795945,78.75
5,325920,Explosives Manufacturing,43,4.08548462991578e-05,-0.354978706231848,37.84
5,325991,Custom Compounding of Purchased Resins,78,9.91484363148897e-05,-0.0641546233042578,50.42
5,325992,"Photographic Film, Paper, Plate, Chemical, and Copy Toner Manufacturing",38,3.52102003066878e-05,0.20116363995911,63.11
5,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing,129,0.000249551864441486,-0.513557722695628,31.61
5,326111,Plastics Bag and Pouch Manufacturing,76,0.000226921652611919,0.0159129038123335,55.18
5,326112,Plastics Packaging Film and Sheet (including Laminated) Manufacturing,67,0.000140760491222793,-0.0655199894718794,50.32
5,326113,Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing,88,0.000207584150944626,-0.143937944579267,46.72
5,326121,Unlaminated Plastics Profile Shape Manufacturing,83,0.000128369804897859,0.310328944216147,66.6
5,326122,Plastics Pipe and Pipe Fitting Manufacturing,126,0.000186445410617134,-0.746987886275083,22.52
5,326130,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing",83,0.000116547025029485,0.0670952857726526,58.77
5,326140,Polystyrene Foam Product Manufacturing,86,0.00016841007829973,-0.202470840761445,44.29
5,326150,Urethane and Other Foam Product (except Polystyrene) Manufacturing,105,0.000214255617701986,-0.0231535370212475,53.38
5,326160,Plastics Bottle Manufacturing,94,0.000200230049153623,-0.167793363410104,45.56
5,326191,Plastics Plumbing Fixture Manufacturing,63,8.64307735452698e-05,0.0174397593871511,55.39
5,326199,All Other Plastics Product Manufacturing,178,0.00172029191263804,-0.826525316025853,19.66
5,326211,Tire Manufacturing (except Retreading),50,0.000295328566697493,-0.628751560853243,27.17
5,326212,Tire Retreading,80,3.73957797001137e-05,-0.314183459299652,39.64
5,326220,Rubber and Plastics Hoses and Belting Manufacturing,83,0.000132241894374401,-0.505926714300702,32.14
5,326291,Rubber Product Manufacturing for Mechanical Use,80,0.000158256599227909,-0.504529150664032,32.24
5,326299,All Other Rubber Product Manufacturing,101,0.000141833203418517,-0.454266649892103,34.67
5,327110,"Pottery, Ceramics, and Plumbing Fixture Manufacturing",147,9.63375861763629e-05,-0.496153665462124,32.88
5,327120,Clay Building Material and Refractories Manufacturing,104,0.000127377402706094,-0.502933904419866,32.35
5,327211,Flat Glass Manufacturing,43,6.74604033246414e-05,0.688578461817355,77.38
5,327212,Other Pressed and Blown Glass and Glassware Manufacturing,59,6.99672227338989e-05,0.209671558698877,63.53
5,327213,Glass Container Manufacturing,37,6.49249017711132e-05,0.310135259649605,66.49
5,327215,Glass Product Manufacturing Made of Purchased Glass,97,0.00027094300763856,0.00201710976133019,54.55
5,327310,Cement Manufacturing,87,8.81287564860941e-05,-0.0987829951227893,48.63
5,327320,Ready-Mix Concrete Manufacturing,344,0.0006184845497664,-1.46018340602903,5.92
5,327331,Concrete Block and Brick Manufacturing,136,0.000108521761062548,0.151808846122778,61.73
5,327332,Concrete Pipe Manufacturing,78,5.7628164268652e-05,0.380868885205187,69.34
5,327390,Other Concrete Product Manufacturing,174,0.000331083727745324,-0.509996081312021,31.82
5,327410,Lime Manufacturing,50,2.44085047743494e-05,-0.113940815507073,48.2
5,327420,Gypsum Product Manufacturing,58,7.09883070699352e-05,-0.109411600467688,48.31
5,327910,Abrasive Product Manufacturing,64,5.7501962833861e-05,0.156997389770859,61.84
5,327991,Cut Stone and Stone Product Manufacturing,196,0.000211060426830232,-0.274883445493726,41.01
5,327992,Ground or Treated Mineral and Earth Manufacturing,50,3.94207390856238e-05,-0.610784808597501,28.22
5,327993,Mineral Wool Manufacturing,85,0.000101001302834776,-0.354188556805019,37.95
5,327999,All Other Miscellaneous Nonmetallic Mineral Product Manufacturing,88,7.42293893725221e-05,-0.0492241415286137,51.27
5,331110,Iron and Steel Mills and Ferroalloy Manufacturing,88,0.000493384509315398,-0.948063836114026,15.75
5,331210,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,92,0.000160258612898002,-0.577166152976203,29.49
5,331221,Rolled Steel Shape Manufacturing,87,0.000125926086205997,0.00489649737284945,54.65
5,331222,Steel Wire Drawing,62,5.96990150849952e-05,-0.172740921529,45.45
5,331313,Alumina Refining and Primary Aluminum Production,32,4.47269357756998e-05,-0.0706395358480433,49.79
5,331314,Secondary Smelting and Alloying of Aluminum,40,3.28181094745131e-05,0.0769134107417665,58.88
5,331315,"Aluminum Sheet, Plate, and Foil Manufacturing",36,0.000108378350341195,-0.434675706849429,35.84
5,331318,"Other Aluminum Rolling, Drawing, and Extruding",77,0.000155554741237611,-0.136541479168186,47.15
5,331410,Nonferrous Metal (except Aluminum) Smelting and Refining,41,4.70903444636039e-05,0.439380965904637,71.46
5,331420,"Copper Rolling, Drawing, Extruding, and Alloying",74,0.000165237833143393,-0.00937131658516365,53.91
5,331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding",54,8.91268951067138e-05,0.344524855896395,68.08
5,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)",56,6.0112037962493e-05,0.28699021646361,65.64
5,331511,Iron Foundries,89,0.000190644476538362,-0.908050980657249,16.7
5,331512,Steel Investment Foundries,36,6.33531202650799e-05,1.03748947746529,84.46
5,331513,Steel Foundries (except Investment),61,6.35596317038288e-05,-0.194207928255855,44.71
5,331523,Nonferrous Metal Die-Casting Foundries,75,0.000119604541608739,-0.424201653144567,36.05
5,331524,Aluminum Foundries (except Die-Casting),67,8.85417793635919e-05,-0.272857166331501,41.12
5,331529,Other Nonferrous Metal Foundries (except Die-Casting),57,7.61109380366788e-05,-0.0800385729867745,49.05
5,332111,Iron and Steel Forging,79,0.000116816637185629,-0.342898639539702,38.16
5,332112,Nonferrous Forging,28,3.95641498069772e-05,0.944721062576784,83.3
5,332114,Custom Roll Forming,49,3.46595031366908e-05,0.00566318012739824,54.76
5,332117,Powder Metallurgy Part Manufacturing,31,4.69010423114174e-05,0.445490544829501,71.78
5,332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",103,0.000274648740678332,-0.428728811193829,35.94
5,332215,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing",68,5.58039798930367e-05,-0.0256206369000017,52.96
5,332216,Saw Blade and Handtool Manufacturing,105,0.00014785645371536,-0.477199542364637,33.72
5,332311,Prefabricated Metal Building and Component Manufacturing,153,0.000219567550820916,-1.00643727241122,14.06
5,332312,Fabricated Structural Metal Manufacturing,213,0.000578054199202448,-1.08141417502499,12.05
5,332313,Plate Work Manufacturing,177,0.000282524857495061,-0.985819753729342,14.48
5,332321,Metal Window and Door Manufacturing,107,0.000392348787907498,-0.575585410770393,29.81
5,332322,Sheet Metal Work Manufacturing,156,0.000671385896659244,-0.535180969062177,31.29
5,332323,Ornamental and Architectural Metal Work Manufacturing,155,0.00026456409875276,-0.33442809392344,38.58
5,332410,Power Boiler and Heat Exchanger Manufacturing,72,0.000130716004299201,-0.0371219905575204,52.11
5,332420,Metal Tank (Heavy Gauge) Manufacturing,144,0.000222630803829025,-1.01961176088876,13.32
5,332431,Metal Can Manufacturing,70,0.000124405932559651,0.304755755316861,66.28
5,332439,Other Metal Container Manufacturing,81,8.41304655747612e-05,-0.327865918581186,38.79
5,332510,Hardware Manufacturing,86,0.000131828871496903,-0.362843780322529,37.42
5,332613,Spring Manufacturing,64,8.90580579604641e-05,0.290514230143509,65.75
5,332618,Other Fabricated Wire Product Manufacturing,112,0.000139624678309675,-0.576994226967655,29.6
5,332710,Machine Shops,229,0.00153859052868328,-1.21194729453056,9.51
5,332721,Precision Turned Product Manufacturing,97,0.000226674986171191,-0.280244470149855,40.7
5,332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",65,0.000206195935161925,0.0668510785398976,58.67
5,332811,Metal Heat Treating,68,0.00010495943874413,0.0621277899401335,58.25
5,332812,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers",138,0.000344076739099942,-0.597809590969064,28.86
5,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring",103,0.000306078634370144,-0.185040526175113,44.93
5,332911,Industrial Valve Manufacturing,74,0.000158445901380095,-0.132951157585059,47.36
5,332912,Fluid Power Valve and Hose Fitting Manufacturing,77,0.0002069244616264,0.173607115053445,62.16
5,332913,Plumbing Fixture Fitting and Trim Manufacturing,43,6.63073811249601e-05,0.42348174405903,70.72
5,332919,Other Metal Valve and Pipe Fitting Manufacturing,65,8.55014720708997e-05,-0.0473965821135301,51.48
5,332991,Ball and Roller Bearing Manufacturing,54,0.000115021134954284,0.274500069852061,65.43
5,332992,Small Arms Ammunition Manufacturing,49,7.00073777358779e-05,-0.996371804550328,14.27
5,332993,Ammunition (except Small Arms) Manufacturing,19,0.000103301610805284,-0.776171778295291,21.35
5,332994,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing",90,0.000145366843592665,0.0435457409987807,57.82
5,332996,Fabricated Pipe and Pipe Fitting Manufacturing,95,0.000188246649277333,-0.566929858895518,30.23
5,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,153,0.000506928217840014,-0.762068496979029,21.78
5,333111,Farm Machinery and Equipment Manufacturing,168,0.000383313912462233,-2.06074316918019,0.85
5,333112,Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing,50,9.23106131207593e-05,-0.542767339807119,31.18
5,333120,Construction Machinery Manufacturing,113,0.000438205800167462,-0.966359339483653,15.22
5,333131,Mining Machinery and Equipment Manufacturing,77,5.56318870274126e-05,-0.80192059141641,20.3
5,333132,Oil and Gas Field Machinery and Equipment Manufacturing,66,0.000271688743389598,-1.73803484399375,2.85
5,333241,Food Product Machinery Manufacturing,99,0.000121348415980397,-0.194181480924138,44.82
5,333242,Semiconductor Machinery Manufacturing,23,0.000167228373955778,2.37819896063214,97.67
5,333243,"Sawmill, Woodworking, and Paper Machinery Manufacturing",90,7.33517157578393e-05,-0.488067701840105,33.09
5,333248,All Other Industrial Machinery Manufacturing,123,0.000408238695833455,-0.136604444072208,47.04
5,333310,Commercial and Service Industry Machinery Manufacturing,110,0.000512945731708003,0.0997517874904553,59.62
5,333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,88,0.000188923547882121,-0.0685429963803982,49.89
5,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,81,8.95628636996281e-05,0.0633977483146338,58.46
5,333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,105,0.000567676999405316,-0.457582963138991,34.46
5,333511,Industrial Mold Manufacturing,101,0.000185206341984641,-0.582273681239795,29.39
5,333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing",118,0.000295391667414888,-0.716612881822247,24
5,333515,Cutting Tool and Machine Tool Accessory Manufacturing,98,0.000121956477438935,0.177441431664634,62.58
5,333517,Machine Tool Manufacturing,103,0.000243763807727663,-0.410511663590725,36.58
5,333519,Rolling Mill and Other Metalworking Machinery Manufacturing,60,6.58197846723585e-05,-0.0419202941104207,51.9
5,333611,Turbine and Turbine Generator Set Units Manufacturing,42,0.000116088110721154,0.0361700021654361,57.19
5,333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing",55,6.48847467691343e-05,-0.0210649693959669,53.59
5,333613,Mechanical Power Transmission Equipment Manufacturing,70,7.64207051948021e-05,0.360213358928666,68.71
5,333618,Other Engine Equipment Manufacturing,47,0.000278130752992792,-0.62185075972263,27.7
5,333912,Air and Gas Compressor Manufacturing,70,0.000113959895616269,-0.4476043197387,34.99
5,333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",103,0.000160981402933623,-0.625255592944368,27.38
5,333921,Elevator and Moving Stairway Manufacturing,47,6.66802490004789e-05,0.736686387114203,78.65
5,333922,Conveyor and Conveying Equipment Manufacturing,125,0.00021204135616429,-0.736926264851985,23.04
5,333923,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing",74,9.124363735389e-05,-0.0771323608368756,49.26
5,333924,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing",80,0.000189107113605453,-0.502338342376177,32.45
5,333991,Power-Driven Handtool Manufacturing,40,5.92917286363515e-05,0.321462161054099,66.91
5,333992,Welding and Soldering Equipment Manufacturing,88,9.16050323717006e-05,-0.451357815390688,34.78
5,333993,Packaging Machinery Manufacturing,75,0.000140611344072586,0.223587378355561,63.85
5,333994,Industrial Process Furnace and Oven Manufacturing,54,5.7077467098655e-05,0.509105591049195,73.47
5,333995,Fluid Power Cylinder and Actuator Manufacturing,73,9.16509238025337e-05,-0.396099768755398,36.89
5,333996,Fluid Power Pump and Motor Manufacturing,54,0.000106032150939853,-0.10345372350442,48.52
5,333998,All Other Miscellaneous General Purpose Machinery Manufacturing,121,0.00027894532589008,-0.256653495251517,41.97
