geo_aggregation_level,geoid,name,industrial_diversity,economic_complexity_index,economic_complexity_percentile_score,strategic_index,strategic_index_percentile
1,01001,Autauga County,153,0.253126653488957,64.97,-13.7682027450426,47.53
1,01003,Baldwin County,245,0.810153021141663,79.29,-2.51993548776059,98.15
1,01005,Barbour County,94,-0.861945862176463,19.47,-16.6650297644029,7.51
1,01007,Bibb County,94,-0.770796336788444,23.67,-16.1466207472195,13.14
1,01009,Blount County,160,-0.169818025314138,49.6,-9.16786710540465,83.36
1,01011,Bullock County,91,-0.750605321763149,24.28,-14.1592641589967,42.48
1,01013,Butler County,100,-0.631368539459335,29.62,-15.4680233664763,23.04
1,01015,Calhoun County,163,1.09681905361518,84.6,-11.4765949456851,68.98
1,01017,Chambers County,120,-0.051510729411803,54.12,-14.5208060735342,37.54
1,01019,Cherokee County,119,-0.516107459529572,35.41,-12.9159757421567,56.16
1,01021,Chilton County,149,-0.194233524215154,48.84,-11.8387766130587,66.31
1,01023,Choctaw County,74,-1.00729507291813,13.97,-16.8447847810263,5.73
1,01025,Clarke County,108,-0.552403966493128,33.47,-16.8462512001979,5.7
1,01027,Clay County,66,-1.04949073634362,12.82,-15.3487808304757,25.01
1,01029,Cleburne County,85,-0.843153633370953,20.3,-15.9841914017291,15.24
1,01031,Coffee County,147,0.197511709056262,63.73,-12.7228073185847,58.26
1,01033,Colbert County,166,0.520559534942393,72.8,-11.6932662102103,67.42
1,01035,Conecuh County,82,-0.7441736232334,24.53,-16.4192326979474,10.21
1,01037,Coosa County,76,-0.70615935783202,26.15,-15.6361294666558,20.14
1,01039,Covington County,140,-0.299003473583926,44.54,-11.0890277045804,72.06
1,01041,Crenshaw County,88,-0.823080872322841,21.09,-14.2221810160706,41.52
1,01043,Cullman County,178,0.405520212790013,69.93,-9.13263575615954,83.65
1,01045,Dale County,90,0.595351910405782,74.67,-11.4553685423702,69.07
1,01047,Dallas County,138,-0.12526386321556,51.38,-11.4733527211559,69.04
1,01049,DeKalb County,144,-0.216466091052889,47.98,-11.7312797241215,67.04
1,01051,Elmore County,151,0.113892631161485,60.55,-14.0249154222932,44.51
1,01053,Escambia County,124,-0.27812281709364,45.43,-15.2785587408347,26.19
1,01055,Etowah County,167,0.517673585982206,72.73,-14.3341594325302,40.38
1,01057,Fayette County,94,-0.607661461012822,30.58,-16.8556604195766,5.63
1,01059,Franklin County,98,-0.570603401732644,32.33,-16.2423673172009,11.87
1,01061,Geneva County,116,-0.793821829579294,22.27,-13.0079077831788,55.14
1,01063,Greene County,68,-0.974545455300399,15.21,-15.092923708795,28.89
1,01065,Hale County,104,-0.998637390746317,14.38,-16.4423437021179,9.86
1,01067,Henry County,109,-0.783479711014993,22.65,-14.902034964205,31.94
1,01069,Houston County,198,1.18767140223429,86.32,-14.3389666892497,40.28
1,01071,Jackson County,145,0.190323606786644,63.41,-11.1640501077283,71.46
1,01073,Jefferson County,248,1.73981930132496,93.64,-4.47012958028474,96.44
1,01075,Lamar County,97,-0.873688980775682,19.09,-14.7719009902442,33.95
1,01077,Lauderdale County,181,0.533678188652348,73.15,-11.647799688927,67.64
1,01079,Lawrence County,114,-0.567807629140973,32.55,-14.0527861388563,44
1,01081,Lee County,168,1.01500408626068,82.91,-11.5234650760474,68.66
1,01083,Limestone County,139,0.725416351073904,77.28,-12.2410462941561,62.77
1,01085,Lowndes County,76,-1.22050678553167,8.02,-15.0760010764016,29.18
1,01087,Macon County,63,-0.210748486613891,48.33,-12.0406096750747,64.33
1,01089,Madison County,157,2.27103444218998,97.23,-9.10924933005486,83.9
1,01091,Marengo County,109,-0.571828901563517,32.2,-16.2323601502038,11.96
1,01093,Marion County,97,-0.548311943942835,33.79,-16.4687522975114,9.51
1,01095,Marshall County,158,0.36860682032502,68.72,-11.2206203218159,70.98
1,01097,Mobile County,256,1.19385084316686,86.41,-0.67110450302262,99.01
1,01099,Monroe County,107,-0.594251247440238,31.08,-14.6117052096117,36.24
